ISBN,Authors,Titles
0226719731,Wallace Fowlie,"Rimbaud: Complete Works, Selected Letters"
0226720977,Wilga M. Rivers,Teaching Foreign Language Skills
0226721833,Paul A. Robinson,"Opera, Sex and Other Vital Matters"
0226722597,John G. Robinson,Neotropical Wildlife Use and Conservation
0226723526,Daniel T. Rodgers,Work Ethic in Industrial America 1850-1920
0226725391,Terry Root,Atlas of Wintering North American Birds: An Analysis of Christmas Bird Count Data
0226726770,Charles Rosenberg,"The Cholera Years: The United States in 1832, 1849, and 1866"
0226728129,Margaret F. Rosenthal,"The Honest Courtesan: Veronica Franco, Citizen and Writer in Sixteenth-Century Venice (Women in Culture and Society)"
0226728218,Dorothy Ross,G. Stanley Hall: The Psychologist As Prophet
0226730727,Mike Royko,One More Time: The Best of Mike Royko
0226731057,Martin J.S. Rudwick,Scenes from Deep Time: Early Pictorial Representations of the Prehistoric World
0226731073,Martin J.S. Rudwick,"Georges Cuvier, Fossil Bones, and Geological Catastrophes: New Translations &amp; Interpretations of the Primary Texts"
0226731529,Jalal Al-Din Rumi,"Mystical Poems of Rumi, 2: Second Selection Poems 201-400"
0226733580,Marshall Sahlins,Islands of History
0226735583,Henry M. Sayre,The Object of Performance: The American Avant-Garde Since 1970
0226736288,George B. Schaller,The Last Panda
0226738019,F Von Schiller,Wilhelm Tell
0226738353,Otto H. Schindewolf,"Basic Questions in Paleontology: Geologic Time, Organic Evolution, and Biological Systematics"
0226743403,Paul Scott,"The Jewel in the Crown (Repr of 1966 ed) (Raj Quartet/Paul Scott, 1) (Phoenix Fiction)"
0226743411,Paul Scott,"The Day of the Scorpion (Repr of 1968 ed) (Raj Quartet/Paul Scott, 2) (Phoenix Fiction)"
0226743438,Paul Scott,The Towers of Silence (Raj Quartet)
0226743446,Paul Scott,"A Division of Spoils (Repr of 1975 Ed) (Raj Quartet/Paul Scott, 4) (Phoenix Fiction)"
0226743470,Anne Firor Scott,The Southern Lady: From Pedestal to  Politics 1830 1930
0226743497,Paul Scott,Staying on (Phoenix Fiction Series)
0226744140,Meryle Secrest,Frank Lloyd Wright: A Biography
0226750310,Alan Shapiro,Mixed Company (Phoenix Poets)
0226751260,Clifford R. Shaw,The Jack-Roller: A Delinquent Boy's Own Story (Phoenix Books)
0226751295,Irwin Shaw,The Young Lions
0226752275,Mary Wollstonecraft Shelley,Frankenstein: Or the Modern Prometheus : 1818 Text
0226756971,Lee Siegel,Love in a Dead Language: A Romance
0226761657,Raleigh A. Skelton,"Maps: A Historical Survey of Their Study and Collecting (Kenneth Nebenzahl, Jr., Lectures in the History of Cartograp)"
0226763749,Adam Smith,An Inquiry into the Nature and Causes of the Wealth of Nations/2 Volumes in 1
0226764214,Crosbie Smith,The Science of Energy: A Cultural History of Energy Physics in Victorian Britain
0226765148,Gary Smith,"Benjamin: Philosophy, Aesthetics, History"
0226767167,Barbara B. Smuts,Primate Societies
0226768570,Allan H. Spear,"Black Chicago the Making of a Negro Ghetto, 1890-1920"
0226772233,Wendy Steiner,The Scandal of Pleasure: Art in an Age of Fundamentalism
0226772357,George Steiner,The Portage to San Cristobal of A. H. : A Novel (Phoenix Fiction Series)
0226777103,Leo Strauss,History of Political Philosophy
0226778959,Harald Stumpke,The Snouters: Form and Life of the Rhinogrades (A Phoenix book)
0226791173,Mark C. Taylor,The Moment of Complexity: Emerging Network Culture
0226791181,Mark C. Taylor,The Moment of Complexity : Emerging Network Culture
0226791548,Joshua Charles Taylor,Learning to Look: A Handbook for the Visual Arts
0226797600,John N. Thompson,The Coevolutionary Process
0226805360,Alexis de Tocqueville,Democracy in America
0226808300,Marianna De Marco Torgovnick,Crossing Ocean Parkway
0226808408,Stephen Toulmin,The Architecture of Matter
0226808483,Stephen Edelston Toulmin,The Fabric of the Heavens: The Development of Astronomy and Dynamics
0226811158,Alan Trachtenberg,Brooklyn Bridge: Fact and Symbol (Phoenix Book; P828)
0226816214,Kate Turabian,"A Manual for Writers of Term Papers, Theses, and Dissertations (Manual for Writers of Term Papers, Theses, &amp; Dissertations (Paperback))"
0226816230,Kate L. Turabian,Student's Guide for Writing College Papers
0226816257,Kate L. Turabian,"A Manual for Writers of Term Papers, Theses, and Dissertations, Fifth Edition"
0226816273,Kate L. Turabian,"A Manual for Writers of Term Papers, Theses, and Dissertations (Chicago Guides to Writing, Editing, and Publishing)"
0226817504,Joseph Turow,Breaking Up America: Advertisers and the New Media World
0226848620,Robert Hans Van Gulik,Chinese Bell Murders (Judge Dee Mysteries)
0226848639,Robert Hans Van Gulik,Chinese Nail Murders (Judge Dee Mysteries)
0226848647,Robert Hans Van Gulik,The Chinese Gold Murders (Judge Dee Mysteries)
0226848655,Robert Hans Van Gulik,The Chinese Lake Murders (Judge Dee Mysteries)
0226848663,Robert van Gulik,Judge Dee at Work : Eight Chinese Detective Stories (Judge Dee Mysteries)
0226848671,Robert van Gulik,The Lacquer Screen : A Chinese Detective Story (A Judge Dee Mystery)
0226848698,Robert Hans Van Gulik,The Monkey and the Tiger: Two Chinese Detective Stories
0226848701,Robert van Gulik,Necklace and Calabash : A Chinese Detective Story (Judge Dee Mysteries)
0226848728,Robert van Gulik,The Emperor's Pearl : A Judge Dee Mystery (A Judge Dee Mystery)
0226848736,Robert van Gulik,The Red Pavilion : A Judge Dee Mystery (A Judge Dee Mystery)
0226848744,Robert van Gulik,"Murder in Canton : A Judge Dee Mystery (Gulik, Robert Hans Van, Judge Dee Mystery.)"
0226848752,Robert Van Gulik,The Willow Pattern (A Judge Dee Mystery)
0226848787,Robert van Gulik,"The Chinese Maze Murders : A Judge Dee Mystery (Gulik, Robert Hans, Judge Dee Mystery.)"
0226848795,Robert van Gulik,The Haunted Monastery : A Judge Dee Mystery (Judge Dee Mystery/Robert Van Gulik)
0226855686,Martha Vicinus,"Independent Women: Work and Community for Single Women, 1850-1920 (Women in Culture and Society)"
0226858898,Stephen Vizinczey,An Innocent Millionaire (Phoenix Fiction Series)
0226871460,Judith R. Walkowitz,City of Dreadful Delight: Narratives of Sexual Danger in Late-Victorian London (Women in Culture and Society)
0226872319,Suzanna Danuta Walters,All the Rage: The Story of Gay Visibility in America
0226873412,Vron Ware,"Out of Whiteness: Color, Politics, and Culture"
0226898555,Malcolm M. Willcock,A Companion to the Iliad: Based on the Translation by Richmond Lattimore
0226899152,Joseph M. Williams,"Style: Toward Clarity and Grace (Chicago Guides to Writing, Editing, and Publishing)"
0226901297,William J. Wilson,The Declining Significance of Race : Blacks and Changing American Institutions
0226901300,William J Wilson,"The truly disadvantaged: The inner city, the underclass, and public policy"
0226901319,William Julius Wilson,"The Truly Disadvantaged: The Inner City, the Underclass, and Public Policy"
0226901521,"John Albert, Wilson",The Culture of Ancient Egypt
0226905004,Eric Wolf,Sons of the Shaking Earth
0226905063,Christa Wolf,Accident: A Day's News (Phoenix Fiction)
0226965287,Marguerite Yourcenar,Fires (Phoenix Fiction)
0226971503,Anthony C Yu,Journey to the West (Journey to the West)
0226971511,Anthony Yu,"The Journey to the West, Volume 2"
0226971538,Anthony C. Yu,"The Journey to the West, Volume 3"
0226971546,Anthony Yu,"The Journey to the West, Volume 4"
0227675576,Oscar De Liso,Padre Pio: The Priest Who Wears the Wounds of Christ
0227677269,Helmut Thielicke,Between Heaven and Earth
0229117589,Gwenda Cornell,Pacific Odyssey
0231012225,C. W. Hatfield,The Complete Poems of Emily Jane BrontÂ¿
0231034504,Han-Shan,Cold Mountain: 100 Poems
0231038763,M. Kay Martin,Female of the Species
0231041527,Carel B. Germain,The Life Model of Social Work Practice
0231041675,Thomas L. Dublin,Women at Work
0231042116,Paul Allen Carter,The Creation of Tomorrow: Fifty Years of Magazine Science Fiction
0231051190,Thomas Dublin,Farm to Factory: Women's Letters 1830-1860
0231053576,Paul E. Willis,Learning to Labor
0231054629,George Brager,Community Organizing
0231056834,Burton Watson,The Columbia Book of Chinese Poetry
0231060505,Archie Hobson,Remembering America: A Sampling of the Wpa American Guide Series
0231060890,Yolanda Murphy,Women of the Forest
0231061102,Audrey D. Smith,Role Sharing Marriage
0231061536,Frances Mossiker,Madame de Sevigne
0231063253,Julia Kristeva,The Kristeva Reader
0231065833,Bjorn Kurten,Before the Indians
0231066473,Mark A. S. McMenamin,The Emergence of Animals
0231066511,Ainslie Embree,Sources of Indian Tradition
0231067313,Roger N. Lancaster,Thanks to God and the Revolution: Popular Religion and Class Consciousness in the New Nicaragua
0231067356,Richard D. Mohr,Gays/Justice
0231067364,Donald Keene,The Pleasures of Japanese Literature
0231069170,Ana Maria Matute,School of the Sun (Twentieth-Century Continental Fiction)
0231069758,M. Combs-Schilling,Sacred Performances
0231070594,Thomas Belmonte,The Broken Fountain
0231070632,Lisa Jardine,Still Harping on Daughters: Women and Drama in the Age of Shakespeare
0231071086,Alfred Kadushin,Supervision in Social Work
0231071558,Irene Tayler,Holy Ghosts: The Male Muses of Emily and Charlotte Bronte
0231071949,Robert Andrews,The Columbia Dictionary of Quotations
0231072511,Janet M. Todd,A Wollstonecraft Anthology
0231072600,Nichiren,Selected Writings of Nichiren
0231072767,Bjorn Kurten,The Innocent Assassins
0231072996,Paul Goodman,Communitas: Means of Livelihood and Ways of Life (Morningside Book Series)
0231073364,Sei Shonagon,The Pillow Book of Sei Shonagon (Translations from the Oriental Classics)
0231073372,Sei Shonagon,The Pillow Book of Sei Shonagon
0231074123,Eric Burgess,Far Encounter: The Neptune System
0231074670,Douglas H. Erwin,The Great Paleozoic Crisis
0231074883,Lillian Faderman,Odd Girls and Twilight Lovers
0231075057,"George R., Jr. McGhee",The Late Devonian Mass Extinction
0231075421,Julia Kristeva,The Samurai
0231076258,J. David Archibald,Dinosaur Extinction and the End of an Era
0231076509,Norman N. Holland,The Critical I
0231076533,Terry Castle,The Apparitional Lesbian
0231078757,David D. Gillette,Seismosaurus
023107901X,"Holmes, III Rolston",Conserving Natural Value
023108028X,William Harmon,The  Top 500 Poems
0231081138,Dominic Lieven,"The Aristocracy in Europe, 1815-1914"
0231082215,Thomas Docherty,Postmodernism
0231082363,Edwin H. Colbert,The Little Dinosaurs of Ghost Ranch
0231083734,Yukichi Fukuzawa,Autobiography of Yukichi Fukuzawa
0231084110,Laura Doan,The Lesbian Postmodern
0231084242,Mark Robert Rank,Living on the Edge: The Realities of Welfare in America
0231084250,Mark Robert Rank,Living on the Edge
0231084323,David J. Hess,Samba in the Night
0231085699,Herbert A. Deane,Political and Social Ideas of St. Augustine
0231086024,William Theodore De Bary,Sources of Chinese Tradition (Unesco Collection of Representative Works. Chinese Series)
0231086040,Ryusaku Tsunoda,"Sources of Japanese Tradition, Vol. 1"
0231086059,W.T. Debary,"Sources of Japanese Tradition, Vol. 2"
0231096259,Bernard Silvestris,The Cosmographia of Bernardus Silvestris
0231096429,Kath Weston,"Render Me, Gender Me: Lesbians Talk Sex, Class, Color, Nation, Studmuffins... (Between Men--Between Women)"
0231096593,Alfred Kadushin,The Social Work Interview
0231100027,Richard Marius,The Columbia Book of Civil War Poetry
0231101570,Noam Chomsky,World Orders Old and New
023110264X,James Lull,"Media, Communication, Culture : A Global Approach"
0231102690,Corinne E. Blackmer,En Travesti
0231102976,Hedley Bull,The Anarchical Society
0231103670,Claudine Fabre-Vassas,The Singular Beast
0231103840,Nichiren,Letters of Nichiren
0231104588,Elaine Showalter,Hystories
0231105592,Mark A. S. McMenamin,The  Garden of Ediacara
0231105959,Chuang Tzu,Chuang Tzu
0231106912,William Leap,Public Sex/Gay Space (Between Men--Between Women)
0231107099,Stevi Jackson,Feminism and Sexuality
0231107269,A. Siniavskii,The Russian Intelligentsia
0231107889,Janice R. Walker,The Columbia Guide to Online Style
0231107986,John Hellmann,The Kennedy Obsession
0231108680,Richard Hughes Seager,Buddhism in America
0231108834,Mark Poster,Cultural History and Postmodernity
0231108842,Graham McCann,Cary Grant
0231109245,Emma Donoghue,Poems Between Women
0231109776,John G. Robinson,Hunting for Sustainability in Tropical Forests
0231110332,Linda Garber,Identity Poetics
0231110359,Lisa Jane Disch,The Tyranny of the Two-Party System
023111088X,David Mamet,Three Uses of the Knife
0231110936,Kath Weston,Families We Choose
0231110979,Barbara Stoler Miller,Love Song of the Dark Lord
0231111010,Monzaemon Chikamatsu,Four Major Plays of Chikamatsu
0231111347,Umberto Eco,Serendipities
0231111495,Roy Rosenzweig,The Presence of the Past
0231112599,William Harmon,The Classic Hundred Poems
0231113129,Gary S. Cross,An All-Consuming Century
0231113234,Marc Lynch,State Interests and Public Spheres
0231113315,Todd W. Taylor,Literacy Theory in the Age of the Internet
0231113412,Luigi Boitani,Research Techniques in Animal Ecology
0231114001,Alan Schroeder,Presidential Debates
0231114559,Robert A. Fimbel,The Cutting Edge
0231115199,James B. Twitchell,Lead Us Into Temptation
0231115431,Nicholas Delbanco,The Lost Suitcase
023111544X,Lisa Russ Spaar,Acquainted with the Night
0231116098,Chu T'ien-wen,Notes of a Desolate Man
0231116489,Ann Goetting,Getting Out
0231117027,Herman Pleij,Dreaming of Cockaigne
0231118295,Rita James Simon,In Their Own Voices
0231118589,Beth Loffreda,Losing Matt Shepard
0231120087,Walter J. Freeman,How Brains Make Up Their Minds
0231120109,Lesley Rogers,Sexing the Brain
0231120621,Diana Culbertson,Invisible Light
0231121008,Jean Baudrillard,The Vital Illusion
023112189X,Nicolas Tredell,William Faulkner: The Sound and the Fury and As I Lay Dying
0231121989,Pierre Laszlo,Salt
0231122705,Alan Cheuse,Listening to the Page
0231123094,Elisabeth Reichert,Social Work and Human Rights
0231124244,Nick Selby,T. S. Eliot: The Waste Land
0231126921,Rohan Gunaratna,Inside Al Qaeda
0231128444,Carlo Petrini,Slow Food(The Case For Taste)
0231129505,Sayo Masuda,Autobiography of a Geisha
023251450X,Jean Vanier,Community and growth
0232515840,Benedict,The rule of Saint Benedict
0232517495,Jean Vanier,The Broken Body: Journey to Wholeness
0232517940,Paul A. Feider,Healing and Suffering
0232519250,Dobb,How Can We Be Free?
0233000046,Colin Irwin,In Search of the Craic: One Man's Pub Crawl Through Irish Music
0233000461,Paul Scott,Robbie Williams: Angels &amp; Demons
0233050973,Katherine Collier,Coronation Street: The Epic Novel
0233051031,Alison Bowyer,Graham Norton: Laid Bare
0233051155,Alison Bowyer,Graham Norton Laid Bare: The Biography
0233955151,Mankowitz Wolf,Kid for Two Farthings
0233956379,E. E Cummings,Selected letters of E. E. Cummings;
0233957049,John Updike,Rabbit redux
0233958487,"John Robert Russell, 13th Duke Of, Bedford",How to Run a Stately Home
0233963022,John Mercer,The Cormorant and the Stranger
0233967931,Peter Benchley,The deep
0233968598,FranÃ§oise Sagan,Silken eyes
0233968903,Philip Brown,The cat that came in from the cold
0233969020,Michael Rosen,Wouldn't you like to know
0233969349,Helene Hanff,Apple of my eye
0233970134,Harrison Evans Salisbury,"Russia in revolution, 1900-1930"
0233970940,John Updike,The coup
0233972552,Estelle Corney,Pa's top hat
023397332X,Molly Keane,Good behaviour
0233976760,John Cunliffe,Postman Pat Goes Sledging (Postman Pat - Storybooks)
0233977023,Olivia Truman,Beerbohm Tree's Olivia
0233977031,John David Morley,Pictures from the water trade: An Englishman in Japan
0233978275,Rhodri Jones,Hillsden Riots (Adlib Paperbacks)
0233978887,Mary Mackey,A Grand Passion
0233979204,Cynthia Paterson,The Foxwood Kidnap (Foxwood Tales)
0233980679,David Myers,The Man Who Made Custard
0233981063,James Walvin,Victorian Values
